card_id,unit,exam_pool,question_unchanged,previous_exam_command,exam_command,previous_answer_format_hint,answer_format_hint,answer_format_steps,source,source_fidelity
y9r-082-9j-what-is-the-motor-effect,9J,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Summary sheet p3 Motors,exact-source-answer
y9r-083-9j-what-does-an-electric-motor-consist-of,9J,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Summary sheet p3 Motors,exact-source-answer
y9r-084-9j-what-makes-the-coil-in-an-electric-motor-turn,9J,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9J Summary sheet p3 Motors,exact-source-answer
y9r-085-9j-how-can-the-speed-of-the-motor-or-the-force-it-provides-be-increased,9J,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9J Summary sheet p3 Motors,exact-source-answer
y9p-001-9a-what-is-an-abiotic-factor,9A,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9A Word sheet 9Aa Environmental variation,exact-source-answer
y9p-002-9a-what-is-a-biotic-factor,9A,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9A Word sheet 9Aa Environmental variation,exact-source-answer
y9p-003-9a-give-three-examples-of-living-or-biotic-factors-from-the-revision-sheet,9A,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9A Summary sheet p1 Environmental variation,exact-source-answer
y9p-004-9a-what-are-abiotic-factors,9A,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9A Summary sheet p1 Environmental variation,exact-source-answer
y9p-005-9a-what-forms-an-ecosystem,9A,written-main,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9A Summary sheet p1 Environmental variation,exact-source-answer
y9p-006-9a-how-can-probabilities-be-shown-in-inheritance-questions,9A,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.","9A Summary sheet p1 Chromosomes, genes and DNA",exact-source-answer
y9p-007-9a-what-does-probability-mean,9A,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9A Word sheet 9Ab Probability,exact-source-answer
y9p-008-9a-write-25-as-a-decimal-and-as-a-fraction,9A,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.","9A Summary sheet p1 Chromosomes, genes and DNA",source-traceable-application
y9p-009-9f-what-is-neutralisation,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Word sheet 9Fc Energy and reactions,exact-source-answer
y9p-010-9f-what-is-a-thermite-reaction,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Word sheet 9Fd Displacement,exact-source-answer
y9p-012-9f-in-the-thermite-reaction-which-metal-displaces-iron,9F,written-main,True,identify,identify,Use the diagram labels or names only. Do not add a long explanation unless it helps clarity.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9F Quick Quiz 9Fd Q4,exact-source-answer
y9p-013-9f-what-is-thermal-decomposition,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E Word sheet 9Ec/9Ed Thermal decomposition,exact-source-answer
y9p-014-9f-what-energy-supply-do-thermal-decomposition-reactions-need-to-keep-going,9F,written-main,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p3 Hydrocarbons,exact-source-answer
y9p-015-9f-what-is-an-oxidising-agent,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Word sheet 9Fc Energy and reactions,exact-source-answer
y9p-016-9f-what-is-a-reducing-agent,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Word sheet 9Fe Extracting metals,exact-source-answer
y9p-017-9f-when-has-a-substance-been-reduced,9F,written-main,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Word sheet 9Fe Extracting metals,exact-source-answer
y9p-018-9f-what-is-a-redox-reaction,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Word sheet 9Fe Extracting metals,exact-source-answer
y9p-019-9f-what-is-oxidation,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Word sheet 9Fb Reactivity,exact-source-answer
y9p-020-9f-what-is-the-percentage-loss-or-gain-formula-from-the-revision-sheet,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p3 Percentage loss or gain,exact-source-answer
y9p-021-9j-what-is-a-decimal-place,9J,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Word sheet 9Jd WS Rounding numbers,exact-source-answer
y9p-022-9j-how-do-you-find-the-number-of-decimal-places-in-a-number,9J,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9J Word sheet 9Jd WS Rounding numbers,exact-source-answer
y9p-023-9j-what-is-the-first-significant-figure-in-a-number,9J,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Word sheet 9Jd WS Rounding numbers,exact-source-answer
y9p-024-9j-what-is-the-second-significant-figure-in-a-number,9J,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Word sheet 9Jd WS Rounding numbers,exact-source-answer
y9p-025-9j-in-the-number-3-407-how-many-decimal-places-are-there,9J,written-main,True,calculate,calculate,Write the answer clearly. Show rounding or working where it helps.,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-application
y9p-026-9j-in-the-number-0-0632-what-is-the-first-significant-figure,9J,written-main,True,identify,identify,Use the diagram labels or names only. Do not add a long explanation unless it helps clarity.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9J Word sheet 9Jd WS Rounding numbers,source-traceable-application
y9p-027-9j-round-42-786-to-one-decimal-place,9J,written-main,True,calculate,calculate,Write the answer clearly. Show rounding or working where it helps.,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-application
y9p-028-9j-round-42-786-to-two-decimal-places,9J,written-main,True,calculate,calculate,Write the answer clearly. Show rounding or working where it helps.,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-application
y9p-029-9j-round-0-0632-to-one-significant-figure,9J,written-main,True,calculate,calculate,Write the answer clearly. Show rounding or working where it helps.,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-application
y9p-030-9j-round-0-0632-to-two-significant-figures,9J,written-main,True,calculate,calculate,Write the answer clearly. Show rounding or working where it helps.,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-application
y9p-031-9j-what-is-the-difference-between-decimal-places-and-significant-figures,9J,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Word sheet 9Jd WS Rounding numbers,source-traceable-synthesis
y9qb-001-9b-farming-benefit-problem-compare,9B,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B revision pack farming methods / sustainability notes,source-traceable-synthesis
y9qb-002-9e-thermal-decomposition-state-symbols,9E,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E revision pack thermal decomposition / state symbols,source-traceable-synthesis
y9qb-003-9f-redox-thermite-application,9F,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.","9F revision pack thermite / oxidation, reduction and redox",source-traceable-synthesis
y9qb-004-9i-moments-balanced-application,9I,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I revision pack moments / balanced moments,source-traceable-synthesis
y9qb-005-9j-wire-resistance-investigation-variables,9J,written-main,True,identify,identify,Use the diagram labels or names only. Do not add a long explanation unless it helps clarity.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9J revision pack wire resistance investigation,source-traceable-synthesis
y9qb-006-9j-significant-figures-application,9J,written-recall,True,state,calculate,Use one short sentence or a compact list. Include the exact science term.,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-synthesis
y9cgp-004-I-pressure-calculate-the-pressure-when-a-120-n-force-acts-on-an-area-of,9I,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived
y9cgp-005-I-pressure-a-force-of-60-n-produces-a-pressure-of-300-pa-calculate-the-,9I,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived
y9cgp-006-I-pressure-describe-how-liquid-pressure-changes-with-depth,9I,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived
y9cgp-007-I-pressure-why-does-a-dam-wall-need-to-be-stronger-near-the-bottom,9I,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived
y9cgp-009-I-pressure-describe-how-atmospheric-pressure-changes-with-height,9I,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived
y9cgp-010-I-pressure-why-can-a-large-ship-float-even-though-it-is-made-from-dense,9I,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived
y9cgp-011-I-pressure-what-does-it-mean-if-an-object-floats,9I,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived
y9cgp-013-I-pressure-why-do-snowshoes-help-a-person-walk-on-soft-snow,9I,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived
y9cgp-014-I-pressure-a-block-underwater-has-equal-sized-top-and-bottom-faces-expl,9I,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived
y9cgp-015-I-pressure-correct-the-misconception-liquid-pressure-at-the-bottom-depe,9I,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived
y9cgp-048-E-heating-cooling-what-happens-to-particles-in-a-solid-when-it-is-heated,9E,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived
y9cgp-049-E-heating-cooling-what-happens-to-particles-in-a-hot-object-as-it-cools,9E,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived
y9cgp-052-E-heating-cooling-describe-conduction-using-particles,9E,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived
y9cgp-053-E-heating-cooling-why-does-a-metal-spoon-in-hot-soup-become-hot-quickly,9E,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived
y9cgp-054-E-heating-cooling-why-does-a-plastic-handle-help-protect-your-hand-from-a-hot-,9E,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived
y9cgp-055-E-heating-cooling-what-does-a-cooling-curve-show,9E,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived
y9cgp-056-E-heating-cooling-why-does-a-very-hot-drink-cool-faster-at-first-than-later,9E,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived
y9cgp-057-E-heating-cooling-correct-the-misconception-energy-disappears-when-an-object-c,9E,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived
y9cgp-059-E-heating-cooling-explain-why-insulation-does-not-make-heat-it-helps-keep-some,9E,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived
y9cgp-061-F-periodic-table-bridge-what-does-an-atom-contain,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,exact-source-answer
y9cgp-062-F-periodic-table-bridge-what-is-the-atomic-number-or-proton-number,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,exact-source-answer
y9cgp-063-F-periodic-table-bridge-what-is-the-mass-number-of-an-atom,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,exact-source-answer
y9cgp-064-F-periodic-table-bridge-what-are-groups-and-periods-in-the-periodic-table,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,exact-source-answer
y9cgp-067-F-periodic-table-bridge-where-are-metals-usually-found-in-the-periodic-table,9F,written-main,True,identify,identify,Use the diagram labels or names only. Do not add a long explanation unless it helps clarity.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,new-cgp-bridge-derived
y9cgp-068-F-periodic-table-bridge-give-two-general-properties-of-metals,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,new-cgp-bridge-derived
y9cgp-069-F-periodic-table-bridge-give-two-general-properties-of-non-metals,9F,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,new-cgp-bridge-derived
y9cgp-071-F-periodic-table-bridge-describe-the-reactivity-trend-down-group-1,9F,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,new-cgp-bridge-derived
y9cgp-073-F-periodic-table-bridge-describe-the-reactivity-trend-down-group-7,9F,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,new-cgp-bridge-derived
y9cgp-076-E-climate-bridge-what-causes-the-natural-greenhouse-effect,9E,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived
y9cgp-077-E-climate-bridge-why-can-extra-greenhouse-gases-increase-global-temperature,9E,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived
y9cgp-079-E-climate-bridge-give-two-examples-of-evidence-used-for-global-warming,9E,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived
y9cgp-080-E-climate-bridge-how-can-cutting-fossil-fuel-use-help-reduce-global-warming,9E,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived
y9cgp-081-E-climate-bridge-explain-one-environmental-problem-caused-by-making-materials,9E,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,exact-source-answer
y9cgp-083-E-climate-bridge-why-is-climate-change-more-than-just-one-hot-day,9E,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived
y9cgp-084-E-climate-bridge-why-do-scientists-compare-modern-temperatures-with-long-term,9E,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived
