id,origin,sourceCardId,unit,domain,command,section,sectionFocus,marks,question,modelAnswer,formatSupport,retainedInWrittenExam
derived-y9qb-002-9e-thermal-decomposition-state-symbols,open-answer-card,y9qb-002-9e-thermal-decomposition-state-symbols,9E,chemistry,state,Section A,Core knowledge,1,Calcium carbonate thermally decomposes. Name the two products and give the state symbol meaning for gas.,The products are calcium oxide and carbon dioxide. The state symbol g means gas.,short-fact,yes
derived-y9qb-003-9f-redox-thermite-application,open-answer-card,y9qb-003-9f-redox-thermite-application,9F,chemistry,explain,Section B,Written reasoning,3,"In the thermite reaction, aluminium reacts with iron oxide to form aluminium oxide and iron. Which substance is reduced, and why?",Iron oxide is reduced because it loses oxygen to form iron.,cause-effect,yes
derived-y9qb-004-9i-moments-balanced-application,open-answer-card,y9qb-004-9i-moments-balanced-application,9I,physics,calculate,Section C,Data and calculations,2,"A 20 N force acts 0.5 m from a pivot. What moment does it produce, and what equal opposite moment is needed for balance?","The moment is 10 N m. For balance, an equal 10 N m moment is needed in the opposite direction.",calculation-method,yes
derived-y9qb-005-9j-wire-resistance-investigation-variables,open-answer-card,y9qb-005-9j-wire-resistance-investigation-variables,9J,physics,identify,Section A,Core knowledge,1,"In a wire-resistance investigation, which variables should be controlled if you are testing how length affects resistance?","The material and thickness of the wire should be controlled, while the length is changed.",label-or-feature,yes
derived-y9cgp-006-I-pressure-describe-how-liquid-pressure-changes-with-depth,open-answer-card,y9cgp-006-I-pressure-describe-how-liquid-pressure-changes-with-depth,9I,physics,describe,Section B,Written reasoning,2,Describe how liquid pressure changes with depth.,Liquid pressure increases with depth because there is more liquid above pushing down.,linked-description,yes
derived-y9cgp-007-I-pressure-why-does-a-dam-wall-need-to-be-stronger-near-the-bottom,open-answer-card,y9cgp-007-I-pressure-why-does-a-dam-wall-need-to-be-stronger-near-the-bottom,9I,physics,explain,Section B,Written reasoning,3,Why does a dam wall need to be stronger near the bottom?,"The pressure is greater at greater depth, so the bottom of the dam must resist a larger force from the water.",cause-effect,yes
derived-y9cgp-010-I-pressure-why-can-a-large-ship-float-even-though-it-is-made-from-dense,open-answer-card,y9cgp-010-I-pressure-why-can-a-large-ship-float-even-though-it-is-made-from-dense,9I,physics,explain,Section B,Written reasoning,3,Why can a large ship float even though it is made from dense metal?,"Its hollow shape displaces a large volume of water, so the upthrust can balance the ship’s weight.",cause-effect,yes
derived-y9cgp-011-I-pressure-what-does-it-mean-if-an-object-floats,open-answer-card,y9cgp-011-I-pressure-what-does-it-mean-if-an-object-floats,9I,physics,state,Section A,Core knowledge,1,What does it mean if an object floats?,"The upthrust on the object balances its weight, so there is no resultant vertical force.",short-fact,yes
derived-y9cgp-013-I-pressure-why-do-snowshoes-help-a-person-walk-on-soft-snow,open-answer-card,y9cgp-013-I-pressure-why-do-snowshoes-help-a-person-walk-on-soft-snow,9I,physics,explain,Section B,Written reasoning,3,Why do snowshoes help a person walk on soft snow?,"Snowshoes spread the person’s weight over a larger area, so the pressure on the snow is lower.",cause-effect,yes
derived-y9cgp-014-I-pressure-a-block-underwater-has-equal-sized-top-and-bottom-faces-expl,open-answer-card,y9cgp-014-I-pressure-a-block-underwater-has-equal-sized-top-and-bottom-faces-expl,9I,physics,explain,Section B,Written reasoning,3,A block underwater has equal-sized top and bottom faces. Explain why water can produce an upward resultant force on it.,"The bottom face is deeper, so the pressure on the bottom is greater than the pressure on the top. This produces a larger upward force than downward force, giving upthrust.",cause-effect,yes
derived-y9cgp-015-I-pressure-correct-the-misconception-liquid-pressure-at-the-bottom-depe,open-answer-card,y9cgp-015-I-pressure-correct-the-misconception-liquid-pressure-at-the-bottom-depe,9I,physics,explain,Section B,Written reasoning,2,Correct the misconception: “Liquid pressure at the bottom depends mainly on container width.”,"At the same depth in the same liquid, pressure is the same. Pressure depends mainly on depth and the liquid, not just container width.",cause-effect,yes
derived-y9cgp-048-E-heating-cooling-what-happens-to-particles-in-a-solid-when-it-is-heated,open-answer-card,y9cgp-048-E-heating-cooling-what-happens-to-particles-in-a-solid-when-it-is-heated,9E,chemistry,describe,Section B,Written reasoning,2,What happens to particles in a solid when it is heated?,The particles vibrate more quickly because energy is transferred to them.,linked-description,yes
derived-y9cgp-049-E-heating-cooling-what-happens-to-particles-in-a-hot-object-as-it-cools,open-answer-card,y9cgp-049-E-heating-cooling-what-happens-to-particles-in-a-hot-object-as-it-cools,9E,chemistry,describe,Section B,Written reasoning,2,What happens to particles in a hot object as it cools?,The particles move or vibrate less quickly as energy is transferred to the surroundings.,linked-description,yes
derived-y9cgp-053-E-heating-cooling-why-does-a-metal-spoon-in-hot-soup-become-hot-quickly,open-answer-card,y9cgp-053-E-heating-cooling-why-does-a-metal-spoon-in-hot-soup-become-hot-quickly,9E,chemistry,explain,Section B,Written reasoning,3,Why does a metal spoon in hot soup become hot quickly?,"Metal is a good thermal conductor, so energy is transferred quickly through the spoon by conduction.",cause-effect,yes
derived-y9cgp-054-E-heating-cooling-why-does-a-plastic-handle-help-protect-your-hand-from-a-hot-,open-answer-card,y9cgp-054-E-heating-cooling-why-does-a-plastic-handle-help-protect-your-hand-from-a-hot-,9E,chemistry,explain,Section B,Written reasoning,3,Why does a plastic handle help protect your hand from a hot pan?,"Plastic is a thermal insulator, so it transfers thermal energy slowly from the hot pan to your hand.",cause-effect,yes
derived-y9cgp-055-E-heating-cooling-what-does-a-cooling-curve-show,open-answer-card,y9cgp-055-E-heating-cooling-what-does-a-cooling-curve-show,9E,chemistry,state,Section A,Core knowledge,1,What does a cooling curve show?,A cooling curve shows how the temperature of an object changes with time as it cools.,short-fact,yes
derived-y9cgp-056-E-heating-cooling-why-does-a-very-hot-drink-cool-faster-at-first-than-later,open-answer-card,y9cgp-056-E-heating-cooling-why-does-a-very-hot-drink-cool-faster-at-first-than-later,9E,chemistry,explain,Section B,Written reasoning,3,Why does a very hot drink cool faster at first than later?,"At first the temperature difference between the drink and surroundings is larger, so energy is transferred faster.",cause-effect,yes
derived-y9cgp-057-E-heating-cooling-correct-the-misconception-energy-disappears-when-an-object-c,open-answer-card,y9cgp-057-E-heating-cooling-correct-the-misconception-energy-disappears-when-an-object-c,9E,chemistry,explain,Section B,Written reasoning,2,Correct the misconception: “Energy disappears when an object cools.”,Energy is transferred from the hot object to the surroundings; it is not destroyed.,cause-effect,yes
derived-y9cgp-059-E-heating-cooling-explain-why-insulation-does-not-make-heat-it-helps-keep-some,open-answer-card,y9cgp-059-E-heating-cooling-explain-why-insulation-does-not-make-heat-it-helps-keep-some,9E,chemistry,explain,Section B,Written reasoning,3,Explain why insulation does not “make heat”; it helps keep something warm.,Insulation slows thermal energy transfer from the warm object to colder surroundings. It reduces energy loss but does not create energy.,cause-effect,yes
derived-y9cgp-061-F-periodic-table-bridge-what-does-an-atom-contain,open-answer-card,y9cgp-061-F-periodic-table-bridge-what-does-an-atom-contain,9F,chemistry,state,Section A,Core knowledge,1,What does an atom contain?,Atoms contain neutrons and protons in a central nucleus and electrons around the outside of the nucleus.,short-fact,yes
derived-y9cgp-062-F-periodic-table-bridge-what-is-the-atomic-number-or-proton-number,open-answer-card,y9cgp-062-F-periodic-table-bridge-what-is-the-atomic-number-or-proton-number,9F,chemistry,state,Section A,Core knowledge,1,What is the atomic number or proton number?,The number of protons is the atomic number or proton number.,short-fact,yes
derived-y9cgp-063-F-periodic-table-bridge-what-is-the-mass-number-of-an-atom,open-answer-card,y9cgp-063-F-periodic-table-bridge-what-is-the-mass-number-of-an-atom,9F,chemistry,state,Section A,Core knowledge,1,What is the mass number of an atom?,The number of neutrons and the number of protons in an atom is its mass number.,short-fact,yes
derived-y9cgp-064-F-periodic-table-bridge-what-are-groups-and-periods-in-the-periodic-table,open-answer-card,y9cgp-064-F-periodic-table-bridge-what-are-groups-and-periods-in-the-periodic-table,9F,chemistry,state,Section A,Core knowledge,1,What are groups and periods in the periodic table?,The vertical columns in the periodic table are groups and the rows are periods.,short-fact,yes
derived-y9cgp-067-F-periodic-table-bridge-where-are-metals-usually-found-in-the-periodic-table,open-answer-card,y9cgp-067-F-periodic-table-bridge-where-are-metals-usually-found-in-the-periodic-table,9F,chemistry,identify,Section A,Core knowledge,1,Where are metals usually found in the periodic table?,Metals are usually found on the left and in the middle of the periodic table.,label-or-feature,yes
derived-y9cgp-069-F-periodic-table-bridge-give-two-general-properties-of-non-metals,open-answer-card,y9cgp-069-F-periodic-table-bridge-give-two-general-properties-of-non-metals,9F,chemistry,state,Section A,Core knowledge,1,Give two general properties of non-metals.,Non-metals are usually poor conductors and are often dull or brittle when solid.,short-fact,yes
derived-y9cgp-071-F-periodic-table-bridge-describe-the-reactivity-trend-down-group-1,open-answer-card,y9cgp-071-F-periodic-table-bridge-describe-the-reactivity-trend-down-group-1,9F,chemistry,describe,Section B,Written reasoning,2,Describe the reactivity trend down Group 1.,Group 1 metals become more reactive down the group.,linked-description,yes
derived-y9cgp-073-F-periodic-table-bridge-describe-the-reactivity-trend-down-group-7,open-answer-card,y9cgp-073-F-periodic-table-bridge-describe-the-reactivity-trend-down-group-7,9F,chemistry,describe,Section B,Written reasoning,2,Describe the reactivity trend down Group 7.,Group 7 non-metals become less reactive down the group.,linked-description,yes
derived-y9cgp-076-E-climate-bridge-what-causes-the-natural-greenhouse-effect,open-answer-card,y9cgp-076-E-climate-bridge-what-causes-the-natural-greenhouse-effect,9E,chemistry,explain,Section B,Written reasoning,2,What causes the natural greenhouse effect?,"Greenhouse gases in Earth’s atmosphere absorb and re-emit thermal radiation, keeping Earth warmer than it would otherwise be.",cause-effect,yes
derived-y9cgp-077-E-climate-bridge-why-can-extra-greenhouse-gases-increase-global-temperature,open-answer-card,y9cgp-077-E-climate-bridge-why-can-extra-greenhouse-gases-increase-global-temperature,9E,chemistry,explain,Section B,Written reasoning,3,Why can extra greenhouse gases increase global temperature?,"Extra greenhouse gases strengthen the greenhouse effect, so more thermal energy is retained in the atmosphere and average temperature rises.",cause-effect,yes
derived-y9cgp-079-E-climate-bridge-give-two-examples-of-evidence-used-for-global-warming,open-answer-card,y9cgp-079-E-climate-bridge-give-two-examples-of-evidence-used-for-global-warming,9E,chemistry,state,Section A,Core knowledge,1,Give two examples of evidence used for global warming.,"Examples include temperature measurements, ice-core data, tree-ring data, glacier changes and sea-level measurements.",short-fact,yes
derived-y9cgp-081-E-climate-bridge-explain-one-environmental-problem-caused-by-making-materials,open-answer-card,y9cgp-081-E-climate-bridge-explain-one-environmental-problem-caused-by-making-materials,9E,chemistry,explain,Section B,Written reasoning,3,Explain one environmental problem caused by making materials.,"Making materials can burn fossil fuels, releasing carbon dioxide; some processes also release toxins or sulfur dioxide.",cause-effect,yes
derived-y9cgp-084-E-climate-bridge-why-do-scientists-compare-modern-temperatures-with-long-term,open-answer-card,y9cgp-084-E-climate-bridge-why-do-scientists-compare-modern-temperatures-with-long-term,9E,chemistry,explain,Section B,Written reasoning,3,Why do scientists compare modern temperatures with long-term averages?,Long-term averages help show whether recent temperatures are unusual compared with normal variation.,cause-effect,yes
derived-y9cgp-085-E-climate-bridge-explain-why-a-correlation-between-greenhouse-gas-emissions-a,open-answer-card,y9cgp-085-E-climate-bridge-explain-why-a-correlation-between-greenhouse-gas-emissions-a,9E,chemistry,explain,Section B,Written reasoning,3,Explain why a correlation between greenhouse gas emissions and temperature is important but not the only evidence needed.,"A correlation shows the two have changed together, but scientists also need mechanisms and other evidence to explain why increased greenhouse gases cause warming.",cause-effect,yes
derived-y9cgp-098-F-chemical-energy-bridge-what-do-exothermic-reactions-do-to-the-surroundings,open-answer-card,y9cgp-098-F-chemical-energy-bridge-what-do-exothermic-reactions-do-to-the-surroundings,9F,chemistry,state,Section A,Core knowledge,2,What do exothermic reactions do to the surroundings?,Exothermic reactions transfer energy into the surroundings and so increase the temperature around them.,short-fact,yes
derived-y9cgp-099-F-chemical-energy-bridge-what-do-endothermic-reactions-do-to-the-surroundings,open-answer-card,y9cgp-099-F-chemical-energy-bridge-what-do-endothermic-reactions-do-to-the-surroundings,9F,chemistry,state,Section A,Core knowledge,2,What do endothermic reactions do to the surroundings?,Endothermic reactions transfer energy from the surroundings and so decrease the temperature around them.,short-fact,yes
derived-y9cgp-102-F-chemical-energy-bridge-why-should-temperature-be-measured-before-and-after-a-reacti,open-answer-card,y9cgp-102-F-chemical-energy-bridge-why-should-temperature-be-measured-before-and-after-a-reacti,9F,chemistry,explain,Section B,Written reasoning,3,Why should temperature be measured before and after a reaction?,The temperature change shows whether the reaction transferred energy to the surroundings or took energy from the surroundings.,cause-effect,yes
derived-y9cgp-103-F-chemical-energy-bridge-give-one-example-of-an-endothermic-reaction-from-the-revisio,open-answer-card,y9cgp-103-F-chemical-energy-bridge-give-one-example-of-an-endothermic-reaction-from-the-revisio,9F,chemistry,state,Section A,Core knowledge,1,Give one example of an endothermic reaction from the revision sheet.,Thermal decomposition reactions.,short-fact,yes
derived-y9cgp-104-F-chemical-energy-bridge-why-is-combustion-usually-described-as-exothermic,open-answer-card,y9cgp-104-F-chemical-energy-bridge-why-is-combustion-usually-described-as-exothermic,9F,chemistry,explain,Section B,Written reasoning,3,Why is combustion usually described as exothermic?,"Combustion transfers energy to the surroundings, usually heating the surroundings and often producing light.",cause-effect,yes
derived-y9cgp-105-F-chemical-energy-bridge-correct-the-misconception-a-cold-reaction-makes-cold-energy,open-answer-card,y9cgp-105-F-chemical-energy-bridge-correct-the-misconception-a-cold-reaction-makes-cold-energy,9F,chemistry,explain,Section B,Written reasoning,2,Correct the misconception: “A cold reaction makes cold energy.”,"There is no cold energy. In an endothermic reaction, energy is transferred from the surroundings to the reaction, so the surroundings get colder.",cause-effect,yes
derived-y9img-001-9i-density-water-displacement-calculate-density,open-answer-card,y9img-001-9i-density-water-displacement-calculate-density,9I,physics,calculate,Section C,Data and calculations,2,Use the measuring cylinders. Calculate the density of the object. Give your answer in g/cm³.,Initial volume = 35 cm³. Final volume = 60 cm³. Volume of object = 25 cm³. Density = 125 ÷ 25 = 5 g/cm³.,calculation-method,yes
derived-y9img-002-9i-density-cuboid-calculate-density,open-answer-card,y9img-002-9i-density-cuboid-calculate-density,9I,physics,calculate,Section C,Data and calculations,2,Use the cuboid diagram. Calculate the density of the object in g/cm³.,Volume = length × width × height = 10 × 4 × 5 = 200 cm³. Density = 800 ÷ 200 = 4 g/cm³.,calculation-method,yes
derived-y9img-003-9i-pressure-solid-block-calculate-pressure,open-answer-card,y9img-003-9i-pressure-solid-block-calculate-pressure,9I,physics,calculate,Section C,Data and calculations,2,Use the block diagram. Calculate the pressure on the surface in N/cm².,Pressure = force ÷ area = 180 N ÷ 30 cm² = 6 N/cm².,calculation-method,yes
derived-y9img-005-9i-moment-balanced-missing-distance,open-answer-card,y9img-005-9i-moment-balanced-missing-distance,9I,physics,calculate,Section C,Data and calculations,2,Use the balanced lever diagram. Calculate the missing distance on the right-hand side.,"Left moment = 240 N × 2 m = 480 N m. For balance, right moment = 480 N m. Distance = 480 ÷ 160 = 3 m.",calculation-method,yes
derived-y9r6-004-9j-current-voltage-resistance-calculate,open-answer-card,y9r6-004-9j-current-voltage-resistance-calculate,9J,physics,calculate,Section C,Data and calculations,2,Use the current-voltage graph. Calculate the resistance of line B at 6 V.,"At 6 V, line B has a current of 1.5 A. Resistance = potential difference ÷ current = 6 ÷ 1.5 = 4 Ω.",calculation-method,yes
