qid,legacy_id,unit,qid_type,card_type,level,question,source
9B-WE-60,y9r-012-9b-where-does-most-photosynthesis-happen-in-leaves,9B,WE,Assess check,3,Where does most photosynthesis happen in leaves?,9B Summary sheet p1 Getting light
9E-WE-24,y9r-013-9e-what-do-exothermic-reactions-do-to-the-surroundings,9E,WE,Assess check,2,What do exothermic reactions do to the surroundings?,9E Summary sheet p2 Endothermic and exothermic reactions
9E-WE-25,y9r-014-9e-what-do-endothermic-reactions-do-to-the-surroundings,9E,WE,Assess check,2,What do endothermic reactions do to the surroundings?,9E Summary sheet p2 Endothermic and exothermic reactions
9E-WE-26,y9r-015-9e-give-an-example-of-an-endothermic-reaction-from-the-revision-sheet,9E,WE,Assess check,2,Give an example of an endothermic reaction from the revision sheet.,9E Summary sheet p2 Endothermic and exothermic reactions
9E-WE-27,y9r-016-9e-what-do-the-state-symbols-s-l-g-and-aq-mean,9E,WE,Assess check,2,"What do the state symbols s, l, g and aq mean?",9E Summary sheet p2 Endothermic and exothermic reactions
9E-WE-28,y9r-017-9e-what-is-made-when-calcium-carbonate-thermally-decomposes,9E,WE,Assess check,3,What is made when calcium carbonate thermally decomposes?,9E Summary sheet p2 Thermal decomposition equation
9E-WE-29,y9r-018-9e-in-peer-review-what-do-scientists-check-in-a-paper,9E,WE,Assess check,3,"In peer review, what do scientists check in a paper?",9E Summary sheet p2 Peer review
9E-WE-30,y9r-019-9e-after-peer-review-what-can-a-paper-be-recommended-for,9E,WE,Assess check,2,"After peer review, what can a paper be recommended for?",9E Summary sheet p2 Peer review
9E-WE-31,y9r-020-9e-how-are-metals-recycled-according-to-the-revision-sheet,9E,WE,Assess check,1,"How are metals recycled, according to the revision sheet?",9E Summary sheet p2 Recycling materials
9E-WE-32,y9r-021-9e-how-is-glass-recycled-according-to-the-revision-sheet,9E,WE,Assess check,1,"How is glass recycled, according to the revision sheet?",9E Summary sheet p2 Recycling materials
9E-WE-33,y9r-022-9e-how-is-paper-recycled-according-to-the-revision-sheet,9E,WE,Assess check,1,"How is paper recycled, according to the revision sheet?",9E Summary sheet p2 Recycling materials
9E-WE-34,y9r-023-9e-how-is-concrete-recycled-according-to-the-revision-sheet,9E,WE,Assess check,1,"How is concrete recycled, according to the revision sheet?",9E Summary sheet p2 Recycling materials
9E-WE-35,y9r-024-9e-give-two-reasons-why-recycling-materials-to-use-again-is-useful,9E,WE,Assess check,3,Give two reasons why recycling materials to use again is useful.,9E Summary sheet p2 Recycling materials
9E-WE-36,y9r-025-9e-what-is-biomagnification,9E,WE,Apply check,3,"A toxin is eaten by small animals, and then many small animals are eaten by a predator. Why can toxin levels become highest in the predator?",9E Summary sheet p2 Problems with materials
9F-WE-23,y9r-026-9f-in-reactions-and-physical-changes-what-happens-to-the-number-of-atoms,9F,WE,Explain check,3,Why is there no overall change in mass in a reaction or physical change?,9F Summary sheet p1 Reactions and equations
9F-WE-24,y9r-027-9f-what-do-the-large-numbers-in-an-equation-show,9F,WE,Assess check,2,What do the large numbers in an equation show?,9F Summary sheet p1 Reactions and equations
9F-WE-25,y9r-028-9f-what-do-the-letters-in-brackets-in-an-equation-show,9F,WE,Assess check,2,What do the letters in brackets in an equation show?,9F Summary sheet p1 Reactions and equations
9F-WE-26,y9r-029-9f-what-does-an-atom-contain,9F,WE,Assess check,2,What does an atom contain?,9F Summary sheet p2 Atomic structure
9F-WE-27,y9r-030-9f-what-is-the-atomic-number-or-proton-number,9F,WE,Assess check,1,What is the atomic number or proton number?,9F Summary sheet p2 Atomic structure
9F-WE-28,y9r-031-9f-how-are-elements-arranged-in-the-periodic-table,9F,WE,Assess check,2,How are elements arranged in the periodic table?,9F Summary sheet p2 Atomic structure
9F-WE-29,y9r-032-9f-what-is-the-mass-number-of-an-atom,9F,WE,Assess check,2,What is the mass number of an atom?,9F Summary sheet p2 Atomic structure
9F-WE-30,y9r-033-9f-what-are-groups-and-periods-in-the-periodic-table,9F,WE,Assess check,1,What are groups and periods in the periodic table?,9F Summary sheet p2 Atomic structure
9F-WE-31,y9r-034-9f-what-do-metals-that-react-with-water-produce,9F,WE,Assess check,2,What do metals that react with water produce?,9F Summary sheet p1 The reactivity series
9F-WE-32,y9r-035-9f-what-do-metals-that-react-with-dilute-acids-produce,9F,WE,Assess check,2,What do metals that react with dilute acids produce?,9F Summary sheet p1 The reactivity series
9F-WE-33,y9r-036-9f-what-is-an-oxidation-reaction-in-the-reactivity-series-section,9F,WE,Assess check,2,What is an oxidation reaction in the reactivity-series section?,9F Summary sheet p1 The reactivity series
9F-WE-34,y9r-037-9f-what-is-a-hydrocarbon,9F,WE,Assess check,1,What is a hydrocarbon?,9F Summary sheet p3 Hydrocarbons
9F-WE-35,y9r-038-9f-what-is-the-word-equation-for-complete-combustion-of-a-hydrocarbon,9F,WE,Assess check,2,What is the word equation for complete combustion of a hydrocarbon?,9F Summary sheet p3 Hydrocarbons
9F-WE-36,y9r-039-9f-what-is-the-test-for-oxygen,9F,WE,Assess check,1,What is the test for oxygen?,9F Summary sheet p3 Hydrocarbons
9F-WE-37,y9r-040-9f-why-is-an-input-of-energy-from-a-flame-or-spark-needed-to-start-combustion,9F,WE,Assess check,3,Why is an input of energy from a flame or spark needed to start combustion?,9F Summary sheet p3 Hydrocarbons
9F-WE-38,y9r-041-9f-what-increases-the-rate-of-reaction-according-to-the-revision-sheet,9F,WE,Apply check,3,A student wants a reaction to happen faster. Give three changes from the revision sheet that could increase the rate.,9F Summary sheet p3 Rates of reaction
9F-WE-39,y9r-042-9f-what-is-a-displacement-reaction,9F,WE,Assess check,1,What is a displacement reaction?,9F Summary sheet p3 Displacement reactions
9F-WE-40,y9r-043-9f-where-do-most-metals-occur,9F,WE,Assess check,2,Where do most metals occur?,9F Summary sheet p3 Extracting metals
9F-WE-41,y9r-044-9f-which-metals-can-be-extracted-from-their-ores-by-heating-with-carbon,9F,WE,Apply check,3,A metal is zinc or below zinc in the reactivity series. Which extraction method can be used?,9F Summary sheet p3 Extracting metals
9F-WE-42,y9r-045-9f-which-metals-need-electrolysis-to-extract-them-from-their-ores,9F,WE,Explain check,3,A metal is above zinc in the reactivity series. Why is electrolysis needed to extract it from its ore?,9F Summary sheet p3 Extracting metals
9F-WE-43,y9r-046-9f-what-are-oxidation-reduction-and-redox,9F,WE,Assess check,4,"What are oxidation, reduction and redox?",9F Summary sheet p3 Extracting metals
9I-WE-14,y9r-047-9i-what-can-forces-make-objects-do,9I,WE,Assess check,1,What can forces make objects do?,9I Summary sheet p1 Forces and motion
9I-WE-15,y9r-048-9i-what-is-true-about-the-forces-on-an-object-moving-at-a-constant-speed,9I,WE,Assess check,1,What is true about the forces on an object moving at a constant speed?,9I Summary sheet p1 Forces and motion
9I-WE-16,y9r-049-9i-what-happens-to-air-resistance-as-a-falling-object-gets-faster,9I,WE,Assess check,1,What happens to air resistance as a falling object gets faster?,9I Summary sheet p1 Forces and motion
9I-WE-17,y9r-050-9i-what-has-happened-when-a-falling-object-reaches-terminal-velocity,9I,WE,Apply check,3,A falling object is moving at terminal velocity. What has happened to air resistance and weight?,9I Summary sheet p1 Forces and motion
9I-WE-18,y9r-051-9i-how-do-you-convert-a-speed-in-m-s-to-km-h,9I,WE,Assess check,3,How do you convert a speed in m/s to km/h?,9I Summary sheet p1 Speed
9I-WE-19,y9r-052-9i-how-do-you-convert-a-speed-in-km-h-to-m-s,9I,WE,Assess check,3,How do you convert a speed in km/h to m/s?,9I Summary sheet p1 Speed
9I-WE-20,y9r-053-9i-what-is-mean-speed,9I,WE,Assess check,1,What is mean speed?,9I Summary sheet p1 Speed
9I-CALC-17,y9r-054-9i-what-is-the-relative-speed-of-a-car-travelling-at-50-km-h-compared-to-one-t,9I,CALC,Calculation,3,One car travels at 50 km/h and another travels at 30 km/h in the same direction. What is the relative speed?,9I Summary sheet p1 Speed
9I-WE-21,y9r-055-9i-what-does-a-speed-time-graph-show,9I,WE,Assess check,1,What does a speed-time graph show?,9I Summary sheet p1 Speed-time graphs
9I-WE-22,y9r-056-9i-what-do-horizontal-lines-show-on-a-speed-time-graph,9I,WE,Assess check,1,What do horizontal lines show on a speed-time graph?,9I Summary sheet p1 Speed-time graphs
9I-WE-23,y9r-057-9i-what-do-sloping-lines-show-on-a-speed-time-graph,9I,WE,Assess check,3,What do sloping lines show on a speed-time graph?,9I Summary sheet p1 Speed-time graphs
9I-WE-24,y9r-058-9i-on-a-distance-time-graph-what-does-the-gradient-of-a-line-give,9I,WE,Assess check,2,"On a distance-time graph, what does the gradient of a line give?",9I Summary sheet p2 Gradients
9I-WE-25,y9r-059-9i-what-is-a-pivot-also-known-as,9I,WE,Assess check,1,What is a pivot also known as?,9I Summary sheet p2 Levers and moments
9I-WE-26,y9r-060-9i-what-is-a-turning-force-called,9I,WE,Assess check,1,What is a turning force called?,9I Summary sheet p2 Levers and moments
9I-WE-27,y9r-061-9i-what-is-the-formula-for-moment,9I,WE,Assess check,3,What is the formula for moment?,9I Summary sheet p2 Levers and moments
9I-WE-28,y9r-062-9i-what-is-true-when-an-object-is-balanced,9I,WE,Assess check,3,What is true when an object is balanced?,9I Summary sheet p3 Levers and moments
9I-WE-29,y9r-063-9i-what-is-work-done,9I,WE,Assess check,1,What is work done?,9I Summary sheet p3 Simple machines
9I-WE-30,y9r-064-9i-what-is-the-formula-for-work-done,9I,WE,Assess check,3,What is the formula for work done?,9I Summary sheet p3 Simple machines
9J-WE-32,y9r-065-9j-what-is-a-force-field,9J,WE,Assess check,1,What is a force field?,9J Summary sheet p1 Force fields
9J-WE-33,y9r-066-9j-what-is-the-earths-gravitational-field-strength-according-to-the-revision-s,9J,WE,Assess check,1,"What is the Earth’s gravitational field strength, according to the revision sheet?",9J Summary sheet p1 Gravitational fields
9J-CALC-24,y9r-067-9j-what-formula-is-used-to-calculate-weight,9J,CALC,Assess check,3,What formula is used to calculate weight?,9J Summary sheet p1 Gravitational fields
9J-WE-34,y9r-068-9j-in-an-electric-field-diagram-what-do-the-arrows-show,9J,WE,Assess check,2,"In an electric field diagram, what do the arrows show?",9J Summary sheet p1 Static electricity
9J-WE-35,y9r-069-9j-what-is-current,9J,WE,Assess check,1,What is current?,9J Summary sheet p1 Electric circuits
9J-WE-36,y9r-070-9j-how-do-we-measure-current,9J,WE,Assess check,1,How do we measure current?,9J Summary sheet p1 Electric circuits
9J-WE-37,y9r-071-9j-how-do-we-measure-voltage,9J,WE,Assess check,2,How do we measure voltage?,9J Summary sheet p1 Electric circuits
9J-WE-38,y9r-072-9j-what-is-resistance,9J,WE,Assess check,1,What is resistance?,9J Summary sheet p2 Resistance
9J-WE-39,y9r-073-9j-if-resistance-stays-the-same-what-happens-when-voltage-is-higher,9J,WE,Apply check,3,"A component has the same resistance, but the voltage across it is increased. What happens to the current?",9J Summary sheet p2 Resistance
9J-WE-40,y9r-074-9j-if-voltage-stays-the-same-what-happens-when-resistance-is-higher,9J,WE,Apply check,3,"A circuit has the same voltage, but the resistance is increased. What happens to the current?",9J Summary sheet p2 Resistance
9J-WE-41,y9r-075-9j-what-three-things-does-the-resistance-of-a-wire-depend-on,9J,WE,Assess check,3,What three things does the resistance of a wire depend on?,9J Summary sheet p2 Resistance
9J-WE-42,y9r-076-9j-how-does-wire-length-affect-resistance,9J,WE,Assess check,3,How does wire length affect resistance?,9J Summary sheet p2 Resistance
9J-WE-43,y9r-077-9j-how-does-wire-thickness-affect-resistance,9J,WE,Assess check,3,How does wire thickness affect resistance?,9J Summary sheet p2 Resistance
9J-WE-44,y9r-078-9j-what-is-the-formula-for-calculating-resistance-from-voltage-and-current,9J,WE,Assess check,3,What is the formula for calculating resistance from voltage and current?,9J Summary sheet p2 Calculating resistance
9J-WE-45,y9r-079-9j-what-is-an-electromagnet,9J,WE,Assess check,1,What is an electromagnet?,9J Summary sheet p2 Electromagnets
9J-WE-46,y9r-080-9j-when-is-an-electromagnet-magnetic,9J,WE,Assess check,1,When is an electromagnet magnetic?,9J Summary sheet p2 Electromagnets
9J-WE-47,y9r-081-9j-give-three-ways-to-make-an-electromagnet-stronger,9J,WE,Assess check,3,Give three ways to make an electromagnet stronger.,9J Summary sheet p2 Electromagnets
9J-WE-48,y9r-082-9j-what-is-the-motor-effect,9J,WE,Assess check,2,What is the motor effect?,9J Summary sheet p3 Motors
9J-WE-49,y9r-083-9j-what-does-an-electric-motor-consist-of,9J,WE,Assess check,1,What does an electric motor consist of?,9J Summary sheet p3 Motors
9J-WE-50,y9r-084-9j-what-makes-the-coil-in-an-electric-motor-turn,9J,WE,Assess check,3,What makes the coil in an electric motor turn?,9J Summary sheet p3 Motors
9J-WE-51,y9r-085-9j-how-can-the-speed-of-the-motor-or-the-force-it-provides-be-increased,9J,WE,Assess check,3,"How can the speed of the motor, or the force it provides, be increased?",9J Summary sheet p3 Motors
9A-WE-26,y9p-001-9a-what-is-an-abiotic-factor,9A,WE,Assess check,1,What is an abiotic factor?,9A Word sheet 9Aa Environmental variation
9A-WE-27,y9p-002-9a-what-is-a-biotic-factor,9A,WE,Assess check,1,What is a biotic factor?,9A Word sheet 9Aa Environmental variation
9A-WE-28,y9p-003-9a-give-three-examples-of-living-or-biotic-factors-from-the-revision-sheet,9A,WE,Assess check,2,Give three examples of living or biotic factors from the revision sheet.,9A Summary sheet p1 Environmental variation
9A-WE-29,y9p-004-9a-what-are-abiotic-factors,9A,WE,Assess check,1,What are abiotic factors?,9A Summary sheet p1 Environmental variation
9A-WE-30,y9p-005-9a-what-forms-an-ecosystem,9A,WE,Assess check,2,What forms an ecosystem?,9A Summary sheet p1 Environmental variation
9A-WE-31,y9p-006-9a-how-can-probabilities-be-shown-in-inheritance-questions,9A,WE,Assess check,1,How can probabilities be shown in inheritance questions?,"9A Summary sheet p1 Chromosomes, genes and DNA"
9A-WE-32,y9p-007-9a-what-does-probability-mean,9A,WE,Assess check,1,What does probability mean?,9A Word sheet 9Ab Probability
9A-WE-33,y9p-008-9a-write-25-as-a-decimal-and-as-a-fraction,9A,WE,Assess check,2,Write 25% as a decimal and as a fraction.,"9A Summary sheet p1 Chromosomes, genes and DNA"
9F-WE-44,y9p-009-9f-what-is-neutralisation,9F,WE,Assess check,1,What is neutralisation?,9F Word sheet 9Fc Energy and reactions
9F-WE-45,y9p-010-9f-what-is-a-thermite-reaction,9F,WE,Assess check,3,What is a thermite reaction?,9F Word sheet 9Fd Displacement
9F-MCQ-34,y9p-011-9f-aluminium-reacts-with-iron-oxide-to-form-aluminium-oxide-and-iron-which-of-these-is-correc,9F,MCQ,Quick quiz,4,Aluminium reacts with iron oxide to form aluminium oxide and iron. Which of these is correct?,9F Quick Quiz 9Fd Q4
9F-WE-46,y9p-012-9f-in-the-thermite-reaction-which-metal-displaces-iron,9F,WE,Assess check,2,"In the thermite reaction, which metal displaces iron?",9F Quick Quiz 9Fd Q4
9F-WE-47,y9p-013-9f-what-is-thermal-decomposition,9F,WE,Assess check,1,What is thermal decomposition?,9E Word sheet 9Ec/9Ed Thermal decomposition
9F-WE-48,y9p-014-9f-what-energy-supply-do-thermal-decomposition-reactions-need-to-keep-going,9F,WE,Assess check,2,What energy supply do thermal decomposition reactions need to keep going?,9F Summary sheet p3 Hydrocarbons
9F-WE-49,y9p-015-9f-what-is-an-oxidising-agent,9F,WE,Assess check,2,What is an oxidising agent?,9F Word sheet 9Fc Energy and reactions
9F-WE-50,y9p-016-9f-what-is-a-reducing-agent,9F,WE,Assess check,2,What is a reducing agent?,9F Word sheet 9Fe Extracting metals
9F-WE-51,y9p-017-9f-when-has-a-substance-been-reduced,9F,WE,Assess check,1,When has a substance been reduced?,9F Word sheet 9Fe Extracting metals
9F-WE-52,y9p-018-9f-what-is-a-redox-reaction,9F,WE,Assess check,2,What is a redox reaction?,9F Word sheet 9Fe Extracting metals
9F-WE-53,y9p-019-9f-what-is-oxidation,9F,WE,Assess check,1,What is oxidation?,9F Word sheet 9Fb Reactivity
9F-WE-54,y9p-020-9f-what-is-the-percentage-loss-or-gain-formula-from-the-revision-sheet,9F,WE,Assess check,3,What is the percentage loss or gain formula from the revision sheet?,9F Summary sheet p3 Percentage loss or gain
9J-WE-52,y9p-021-9j-what-is-a-decimal-place,9J,WE,Assess check,1,What is a decimal place?,9J Word sheet 9Jd WS Rounding numbers
9J-WE-53,y9p-022-9j-how-do-you-find-the-number-of-decimal-places-in-a-number,9J,WE,Assess check,1,How do you find the number of decimal places in a number?,9J Word sheet 9Jd WS Rounding numbers
9J-WE-54,y9p-023-9j-what-is-the-first-significant-figure-in-a-number,9J,WE,Assess check,1,What is the first significant figure in a number?,9J Word sheet 9Jd WS Rounding numbers
9J-WE-55,y9p-024-9j-what-is-the-second-significant-figure-in-a-number,9J,WE,Assess check,1,What is the second significant figure in a number?,9J Word sheet 9Jd WS Rounding numbers
9J-CALC-25,y9p-025-9j-in-the-number-3-407-how-many-decimal-places-are-there,9J,CALC,Assess check,2,"In the number 3.407, how many decimal places are there?",9J Word sheet 9Jd WS Rounding numbers
9J-WE-56,y9p-026-9j-in-the-number-0-0632-what-is-the-first-significant-figure,9J,WE,Assess check,2,"In the number 0.0632, what is the first significant figure?",9J Word sheet 9Jd WS Rounding numbers
9J-CALC-26,y9p-027-9j-round-42-786-to-one-decimal-place,9J,CALC,Assess check,2,Round 42.786 to one decimal place.,9J Word sheet 9Jd WS Rounding numbers
9J-CALC-27,y9p-028-9j-round-42-786-to-two-decimal-places,9J,CALC,Assess check,2,Round 42.786 to two decimal places.,9J Word sheet 9Jd WS Rounding numbers
9J-CALC-28,y9p-029-9j-round-0-0632-to-one-significant-figure,9J,CALC,Assess check,3,Round 0.0632 to one significant figure.,9J Word sheet 9Jd WS Rounding numbers
9J-CALC-29,y9p-030-9j-round-0-0632-to-two-significant-figures,9J,CALC,Assess check,3,Round 0.0632 to two significant figures.,9J Word sheet 9Jd WS Rounding numbers
9J-WE-57,y9p-031-9j-what-is-the-difference-between-decimal-places-and-significant-figures,9J,WE,Assess check,3,What is the difference between decimal places and significant figures?,9J Word sheet 9Jd WS Rounding numbers
9B-WE-61,y9qb-001-9b-farming-benefit-problem-compare,9B,WE,Challenge check,4,A farmer uses fertilisers and pesticides to increase crop yield. Explain one benefit and one possible problem for each method.,9B revision pack farming methods / sustainability notes
9E-WE-37,y9qb-002-9e-thermal-decomposition-state-symbols,9E,WE,Challenge check,4,Calcium carbonate thermally decomposes. Name the two products and give the state symbol meaning for gas.,9E revision pack thermal decomposition / state symbols
9F-WE-55,y9qb-003-9f-redox-thermite-application,9F,WE,Challenge check,5,"In the thermite reaction, aluminium reacts with iron oxide to form aluminium oxide and iron. Which substance is reduced, and why?","9F revision pack thermite / oxidation, reduction and redox"
9I-CALC-18,y9qb-004-9i-moments-balanced-application,9I,CALC,Challenge calculation,4,"A 20 N force acts 0.5 m from a pivot. What moment does it produce, and what equal opposite moment is needed for balance?",9I revision pack moments / balanced moments
9J-WE-58,y9qb-005-9j-wire-resistance-investigation-variables,9J,WE,Challenge check,4,"In a wire-resistance investigation, which variables should be controlled if you are testing how length affects resistance?",9J revision pack wire resistance investigation
9J-CALC-30,y9qb-006-9j-significant-figures-application,9J,CALC,Challenge calculation,4,A calculated value is 0.0632 A. Write it to one significant figure and to two significant figures.,9J Word sheet 9Jd WS Rounding numbers
9I-VOC-16,y9cgp-001-I-pressure-define-pressure,9I,VOC,Vocabulary,1,Explain: pressure,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
9I-VOC-17,y9cgp-002-I-pressure-define-upthrust,9I,VOC,Vocabulary,1,Explain: upthrust,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
9I-MCQ-20,y9cgp-003-I-pressure-which-equation-links-pressure-force-and-area,9I,MCQ,Quick quiz,1,"Which equation links pressure, force and area?",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
9I-CALC-19,y9cgp-004-I-pressure-calculate-the-pressure-when-a-120-n-force-acts-on-an-area-of,9I,CALC,Calculation,2,Calculate the pressure when a 120 N force acts on an area of 0.50 m².,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
9I-CALC-20,y9cgp-005-I-pressure-a-force-of-60-n-produces-a-pressure-of-300-pa-calculate-the-,9I,CALC,Calculation,3,A force of 60 N produces a pressure of 300 Pa. Calculate the area.,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
9I-WE-31,y9cgp-006-I-pressure-describe-how-liquid-pressure-changes-with-depth,9I,WE,Progress check,2,Describe how liquid pressure changes with depth.,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
9I-WE-32,y9cgp-007-I-pressure-why-does-a-dam-wall-need-to-be-stronger-near-the-bottom,9I,WE,Apply check,3,Why does a dam wall need to be stronger near the bottom?,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
9I-MCQ-21,y9cgp-008-I-pressure-a-drawing-shows-arrows-from-water-pushing-sideways-on-a-deep,9I,MCQ,Quick quiz,2,A drawing shows arrows from water pushing sideways on a deep wall. Which arrows should usually be longest?,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
9I-WE-33,y9cgp-009-I-pressure-describe-how-atmospheric-pressure-changes-with-height,9I,WE,Progress check,2,Describe how atmospheric pressure changes with height.,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
9I-WE-34,y9cgp-010-I-pressure-why-can-a-large-ship-float-even-though-it-is-made-from-dense,9I,WE,Apply check,3,Why can a large ship float even though it is made from dense metal?,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
9I-WE-35,y9cgp-011-I-pressure-what-does-it-mean-if-an-object-floats,9I,WE,Progress check,2,What does it mean if an object floats?,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
9I-MCQ-22,y9cgp-012-I-pressure-which-change-would-increase-the-pressure-made-by-the-same-fo,9I,MCQ,Quick quiz,2,Which change would increase the pressure made by the same force?,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
9I-WE-36,y9cgp-013-I-pressure-why-do-snowshoes-help-a-person-walk-on-soft-snow,9I,WE,Apply check,2,Why do snowshoes help a person walk on soft snow?,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
9I-WE-37,y9cgp-014-I-pressure-a-block-underwater-has-equal-sized-top-and-bottom-faces-expl,9I,WE,Challenge check,4,A block underwater has equal-sized top and bottom faces. Explain why water can produce an upward resultant force on it.,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
9I-WE-38,y9cgp-015-I-pressure-correct-the-misconception-liquid-pressure-at-the-bottom-depe,9I,WE,Progress check,3,Correct the misconception: “Liquid pressure at the bottom depends mainly on container width.”,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
9E-VOC-19,y9cgp-046-E-heating-cooling-define-thermal-conductor,9E,VOC,Vocabulary,1,Explain: thermal conductor,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
9E-VOC-20,y9cgp-047-E-heating-cooling-define-thermal-insulator,9E,VOC,Vocabulary,1,Explain: thermal insulator,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
9E-WE-38,y9cgp-048-E-heating-cooling-what-happens-to-particles-in-a-solid-when-it-is-heated,9E,WE,Progress check,2,What happens to particles in a solid when it is heated?,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
9E-WE-39,y9cgp-049-E-heating-cooling-what-happens-to-particles-in-a-hot-object-as-it-cools,9E,WE,Progress check,2,What happens to particles in a hot object as it cools?,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
9E-MCQ-21,y9cgp-050-E-heating-cooling-which-changes-of-state-are-endothermic,9E,MCQ,Quick quiz,2,Which changes of state are endothermic?,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
9E-MCQ-22,y9cgp-051-E-heating-cooling-which-changes-of-state-are-exothermic,9E,MCQ,Quick quiz,2,Which changes of state are exothermic?,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
9E-WE-40,y9cgp-052-E-heating-cooling-describe-conduction-using-particles,9E,WE,Progress check,3,Describe conduction using particles.,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
9E-WE-41,y9cgp-053-E-heating-cooling-why-does-a-metal-spoon-in-hot-soup-become-hot-quickly,9E,WE,Apply check,2,Why does a metal spoon in hot soup become hot quickly?,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
9E-WE-42,y9cgp-054-E-heating-cooling-why-does-a-plastic-handle-help-protect-your-hand-from-a-hot-,9E,WE,Apply check,2,Why does a plastic handle help protect your hand from a hot pan?,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
9E-WE-43,y9cgp-055-E-heating-cooling-what-does-a-cooling-curve-show,9E,WE,Progress check,1,What does a cooling curve show?,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
9E-WE-44,y9cgp-056-E-heating-cooling-why-does-a-very-hot-drink-cool-faster-at-first-than-later,9E,WE,Apply check,3,Why does a very hot drink cool faster at first than later?,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
9E-WE-45,y9cgp-057-E-heating-cooling-correct-the-misconception-energy-disappears-when-an-object-c,9E,WE,Progress check,2,Correct the misconception: “Energy disappears when an object cools.”,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
9E-MCQ-23,y9cgp-058-E-heating-cooling-which-material-would-usually-be-best-for-reducing-heat-loss-,9E,MCQ,Quick quiz,2,Which material would usually be best for reducing heat loss from a mug?,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
9E-WE-46,y9cgp-059-E-heating-cooling-explain-why-insulation-does-not-make-heat-it-helps-keep-some,9E,WE,Challenge check,3,Explain why insulation does not “make heat”; it helps keep something warm.,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
9F-VOC-19,y9cgp-060-F-periodic-table-bridge-define-periodic-table,9F,VOC,Vocabulary,1,Explain: periodic table,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons
9F-WE-56,y9cgp-061-F-periodic-table-bridge-what-does-an-atom-contain,9F,WE,Progress check,2,What does an atom contain?,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons
9F-WE-57,y9cgp-062-F-periodic-table-bridge-what-is-the-atomic-number-or-proton-number,9F,WE,Progress check,1,What is the atomic number or proton number?,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons
9F-WE-58,y9cgp-063-F-periodic-table-bridge-what-is-the-mass-number-of-an-atom,9F,WE,Progress check,2,What is the mass number of an atom?,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons
9F-WE-59,y9cgp-064-F-periodic-table-bridge-what-are-groups-and-periods-in-the-periodic-table,9F,WE,Progress check,1,What are groups and periods in the periodic table?,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons
