origin,id,source_card_id,unit,domain,exam_pool,exam_command,marks,question,answer_format_hint,answer_format_steps,source
open-answer-card,derived-y9r-074-9j-if-voltage-stays-the-same-what-happens-when-resistance-is-higher,y9r-074-9j-if-voltage-stays-the-same-what-happens-when-resistance-is-higher,9J,physics,written-main,explain,2,"A circuit has the same voltage, but the resistance is increased. What happens to the current?","Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9J Summary sheet p2 Resistance
open-answer-card,derived-y9r-075-9j-what-three-things-does-the-resistance-of-a-wire-depend-on,y9r-075-9j-what-three-things-does-the-resistance-of-a-wire-depend-on,9J,physics,written-main,state,3,What three things does the resistance of a wire depend on?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Summary sheet p2 Resistance
open-answer-card,derived-y9r-076-9j-how-does-wire-length-affect-resistance,y9r-076-9j-how-does-wire-length-affect-resistance,9J,physics,written-main,explain,3,How does wire length affect resistance?,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9J Summary sheet p2 Resistance
open-answer-card,derived-y9r-077-9j-how-does-wire-thickness-affect-resistance,y9r-077-9j-how-does-wire-thickness-affect-resistance,9J,physics,written-main,explain,3,How does wire thickness affect resistance?,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9J Summary sheet p2 Resistance
open-answer-card,derived-y9r-078-9j-what-is-the-formula-for-calculating-resistance-from-voltage-and-current,y9r-078-9j-what-is-the-formula-for-calculating-resistance-from-voltage-and-current,9J,physics,written-recall,state,1,What is the formula for calculating resistance from voltage and current?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Summary sheet p2 Calculating resistance
open-answer-card,derived-y9r-079-9j-what-is-an-electromagnet,y9r-079-9j-what-is-an-electromagnet,9J,physics,written-recall,state,1,What is an electromagnet?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Summary sheet p2 Electromagnets
open-answer-card,derived-y9r-080-9j-when-is-an-electromagnet-magnetic,y9r-080-9j-when-is-an-electromagnet-magnetic,9J,physics,written-main,state,1,When is an electromagnet magnetic?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Summary sheet p2 Electromagnets
open-answer-card,derived-y9r-081-9j-give-three-ways-to-make-an-electromagnet-stronger,y9r-081-9j-give-three-ways-to-make-an-electromagnet-stronger,9J,physics,written-recall,state,1,Give three ways to make an electromagnet stronger.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Summary sheet p2 Electromagnets
open-answer-card,derived-y9r-082-9j-what-is-the-motor-effect,y9r-082-9j-what-is-the-motor-effect,9J,physics,written-recall,state,1,What is the motor effect?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Summary sheet p3 Motors
open-answer-card,derived-y9r-083-9j-what-does-an-electric-motor-consist-of,y9r-083-9j-what-does-an-electric-motor-consist-of,9J,physics,written-recall,state,1,What does an electric motor consist of?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Summary sheet p3 Motors
open-answer-card,derived-y9r-084-9j-what-makes-the-coil-in-an-electric-motor-turn,y9r-084-9j-what-makes-the-coil-in-an-electric-motor-turn,9J,physics,written-main,explain,2,What makes the coil in an electric motor turn?,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9J Summary sheet p3 Motors
open-answer-card,derived-y9r-085-9j-how-can-the-speed-of-the-motor-or-the-force-it-provides-be-increased,y9r-085-9j-how-can-the-speed-of-the-motor-or-the-force-it-provides-be-increased,9J,physics,written-main,explain,3,"How can the speed of the motor, or the force it provides, be increased?","Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9J Summary sheet p3 Motors
open-answer-card,derived-y9p-001-9a-what-is-an-abiotic-factor,y9p-001-9a-what-is-an-abiotic-factor,9A,biology,written-recall,state,1,What is an abiotic factor?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9A Word sheet 9Aa Environmental variation
open-answer-card,derived-y9p-002-9a-what-is-a-biotic-factor,y9p-002-9a-what-is-a-biotic-factor,9A,biology,written-recall,state,1,What is a biotic factor?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9A Word sheet 9Aa Environmental variation
open-answer-card,derived-y9p-003-9a-give-three-examples-of-living-or-biotic-factors-from-the-revision-sheet,y9p-003-9a-give-three-examples-of-living-or-biotic-factors-from-the-revision-sheet,9A,biology,written-recall,state,1,Give three examples of living or biotic factors from the revision sheet.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9A Summary sheet p1 Environmental variation
open-answer-card,derived-y9p-004-9a-what-are-abiotic-factors,y9p-004-9a-what-are-abiotic-factors,9A,biology,written-recall,state,1,What are abiotic factors?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9A Summary sheet p1 Environmental variation
open-answer-card,derived-y9p-005-9a-what-forms-an-ecosystem,y9p-005-9a-what-forms-an-ecosystem,9A,biology,written-main,state,2,What forms an ecosystem?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9A Summary sheet p1 Environmental variation
open-answer-card,derived-y9p-006-9a-how-can-probabilities-be-shown-in-inheritance-questions,y9p-006-9a-how-can-probabilities-be-shown-in-inheritance-questions,9A,biology,written-main,explain,3,How can probabilities be shown in inheritance questions?,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.","9A Summary sheet p1 Chromosomes, genes and DNA"
open-answer-card,derived-y9p-007-9a-what-does-probability-mean,y9p-007-9a-what-does-probability-mean,9A,biology,written-recall,state,1,What does probability mean?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9A Word sheet 9Ab Probability
open-answer-card,derived-y9p-008-9a-write-25-as-a-decimal-and-as-a-fraction,y9p-008-9a-write-25-as-a-decimal-and-as-a-fraction,9A,biology,written-recall,state,1,Write 25% as a decimal and as a fraction.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.","9A Summary sheet p1 Chromosomes, genes and DNA"
open-answer-card,derived-y9p-009-9f-what-is-neutralisation,y9p-009-9f-what-is-neutralisation,9F,chemistry,written-recall,state,1,What is neutralisation?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Word sheet 9Fc Energy and reactions
open-answer-card,derived-y9p-010-9f-what-is-a-thermite-reaction,y9p-010-9f-what-is-a-thermite-reaction,9F,chemistry,written-recall,state,1,What is a thermite reaction?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Word sheet 9Fd Displacement
open-answer-card,derived-y9p-012-9f-in-the-thermite-reaction-which-metal-displaces-iron,y9p-012-9f-in-the-thermite-reaction-which-metal-displaces-iron,9F,chemistry,written-main,identify,1,"In the thermite reaction, which metal displaces iron?","Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9F Quick Quiz 9Fd Q4
open-answer-card,derived-y9p-013-9f-what-is-thermal-decomposition,y9p-013-9f-what-is-thermal-decomposition,9F,chemistry,written-recall,state,1,What is thermal decomposition?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E Word sheet 9Ec/9Ed Thermal decomposition
open-answer-card,derived-y9p-014-9f-what-energy-supply-do-thermal-decomposition-reactions-need-to-keep-going,y9p-014-9f-what-energy-supply-do-thermal-decomposition-reactions-need-to-keep-going,9F,chemistry,written-main,state,1,What energy supply do thermal decomposition reactions need to keep going?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p3 Hydrocarbons
open-answer-card,derived-y9p-015-9f-what-is-an-oxidising-agent,y9p-015-9f-what-is-an-oxidising-agent,9F,chemistry,written-recall,state,1,What is an oxidising agent?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Word sheet 9Fc Energy and reactions
open-answer-card,derived-y9p-016-9f-what-is-a-reducing-agent,y9p-016-9f-what-is-a-reducing-agent,9F,chemistry,written-recall,state,1,What is a reducing agent?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Word sheet 9Fe Extracting metals
open-answer-card,derived-y9p-017-9f-when-has-a-substance-been-reduced,y9p-017-9f-when-has-a-substance-been-reduced,9F,chemistry,written-main,state,1,When has a substance been reduced?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Word sheet 9Fe Extracting metals
open-answer-card,derived-y9p-018-9f-what-is-a-redox-reaction,y9p-018-9f-what-is-a-redox-reaction,9F,chemistry,written-recall,state,1,What is a redox reaction?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Word sheet 9Fe Extracting metals
open-answer-card,derived-y9p-019-9f-what-is-oxidation,y9p-019-9f-what-is-oxidation,9F,chemistry,written-recall,state,1,What is oxidation?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Word sheet 9Fb Reactivity
open-answer-card,derived-y9p-020-9f-what-is-the-percentage-loss-or-gain-formula-from-the-revision-sheet,y9p-020-9f-what-is-the-percentage-loss-or-gain-formula-from-the-revision-sheet,9F,chemistry,written-recall,state,1,What is the percentage loss or gain formula from the revision sheet?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9F Summary sheet p3 Percentage loss or gain
open-answer-card,derived-y9p-021-9j-what-is-a-decimal-place,y9p-021-9j-what-is-a-decimal-place,9J,physics,written-recall,state,1,What is a decimal place?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Word sheet 9Jd WS Rounding numbers
open-answer-card,derived-y9p-022-9j-how-do-you-find-the-number-of-decimal-places-in-a-number,y9p-022-9j-how-do-you-find-the-number-of-decimal-places-in-a-number,9J,physics,written-main,explain,3,How do you find the number of decimal places in a number?,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9J Word sheet 9Jd WS Rounding numbers
open-answer-card,derived-y9p-023-9j-what-is-the-first-significant-figure-in-a-number,y9p-023-9j-what-is-the-first-significant-figure-in-a-number,9J,physics,written-recall,state,1,What is the first significant figure in a number?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Word sheet 9Jd WS Rounding numbers
open-answer-card,derived-y9p-024-9j-what-is-the-second-significant-figure-in-a-number,y9p-024-9j-what-is-the-second-significant-figure-in-a-number,9J,physics,written-recall,state,1,What is the second significant figure in a number?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Word sheet 9Jd WS Rounding numbers
open-answer-card,derived-y9p-025-9j-in-the-number-3-407-how-many-decimal-places-are-there,y9p-025-9j-in-the-number-3-407-how-many-decimal-places-are-there,9J,physics,written-main,calculate,1,"In the number 3.407, how many decimal places are there?","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9J Word sheet 9Jd WS Rounding numbers
open-answer-card,derived-y9p-026-9j-in-the-number-0-0632-what-is-the-first-significant-figure,y9p-026-9j-in-the-number-0-0632-what-is-the-first-significant-figure,9J,physics,written-main,identify,1,"In the number 0.0632, what is the first significant figure?","Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9J Word sheet 9Jd WS Rounding numbers
open-answer-card,derived-y9p-027-9j-round-42-786-to-one-decimal-place,y9p-027-9j-round-42-786-to-one-decimal-place,9J,physics,written-main,calculate,1,Round 42.786 to one decimal place.,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9J Word sheet 9Jd WS Rounding numbers
open-answer-card,derived-y9p-028-9j-round-42-786-to-two-decimal-places,y9p-028-9j-round-42-786-to-two-decimal-places,9J,physics,written-main,calculate,1,Round 42.786 to two decimal places.,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9J Word sheet 9Jd WS Rounding numbers
open-answer-card,derived-y9p-029-9j-round-0-0632-to-one-significant-figure,y9p-029-9j-round-0-0632-to-one-significant-figure,9J,physics,written-main,calculate,1,Round 0.0632 to one significant figure.,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9J Word sheet 9Jd WS Rounding numbers
open-answer-card,derived-y9p-030-9j-round-0-0632-to-two-significant-figures,y9p-030-9j-round-0-0632-to-two-significant-figures,9J,physics,written-main,calculate,1,Round 0.0632 to two significant figures.,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9J Word sheet 9Jd WS Rounding numbers
open-answer-card,derived-y9p-031-9j-what-is-the-difference-between-decimal-places-and-significant-figures,y9p-031-9j-what-is-the-difference-between-decimal-places-and-significant-figures,9J,physics,written-recall,state,1,What is the difference between decimal places and significant figures?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9J Word sheet 9Jd WS Rounding numbers
open-answer-card,derived-y9qb-001-9b-farming-benefit-problem-compare,y9qb-001-9b-farming-benefit-problem-compare,9B,biology,written-main,explain,3,A farmer uses fertilisers and pesticides to increase crop yield. Explain one benefit and one possible problem for each method.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B revision pack farming methods / sustainability notes
open-answer-card,derived-y9qb-002-9e-thermal-decomposition-state-symbols,y9qb-002-9e-thermal-decomposition-state-symbols,9E,chemistry,written-recall,state,1,Calcium carbonate thermally decomposes. Name the two products and give the state symbol meaning for gas.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E revision pack thermal decomposition / state symbols
open-answer-card,derived-y9qb-003-9f-redox-thermite-application,y9qb-003-9f-redox-thermite-application,9F,chemistry,written-main,explain,3,"In the thermite reaction, aluminium reacts with iron oxide to form aluminium oxide and iron. Which substance is reduced, and why?","Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.","9F revision pack thermite / oxidation, reduction and redox"
open-answer-card,derived-y9qb-004-9i-moments-balanced-application,y9qb-004-9i-moments-balanced-application,9I,physics,written-main,calculate,2,"A 20 N force acts 0.5 m from a pivot. What moment does it produce, and what equal opposite moment is needed for balance?","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I revision pack moments / balanced moments
open-answer-card,derived-y9qb-005-9j-wire-resistance-investigation-variables,y9qb-005-9j-wire-resistance-investigation-variables,9J,physics,written-main,identify,1,"In a wire-resistance investigation, which variables should be controlled if you are testing how length affects resistance?","Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9J revision pack wire resistance investigation
open-answer-card,derived-y9qb-006-9j-significant-figures-application,y9qb-006-9j-significant-figures-application,9J,physics,written-recall,calculate,1,A calculated value is 0.0632 A. Write it to one significant figure and to two significant figures.,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9J Word sheet 9Jd WS Rounding numbers
open-answer-card,derived-y9cgp-004-I-pressure-calculate-the-pressure-when-a-120-n-force-acts-on-an-area-of,y9cgp-004-I-pressure-calculate-the-pressure-when-a-120-n-force-acts-on-an-area-of,9I,physics,written-main,calculate,2,Calculate the pressure when a 120 N force acts on an area of 0.50 m².,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
open-answer-card,derived-y9cgp-005-I-pressure-a-force-of-60-n-produces-a-pressure-of-300-pa-calculate-the-,y9cgp-005-I-pressure-a-force-of-60-n-produces-a-pressure-of-300-pa-calculate-the-,9I,physics,written-main,calculate,2,A force of 60 N produces a pressure of 300 Pa. Calculate the area.,"Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
open-answer-card,derived-y9cgp-006-I-pressure-describe-how-liquid-pressure-changes-with-depth,y9cgp-006-I-pressure-describe-how-liquid-pressure-changes-with-depth,9I,physics,written-main,describe,2,Describe how liquid pressure changes with depth.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
open-answer-card,derived-y9cgp-007-I-pressure-why-does-a-dam-wall-need-to-be-stronger-near-the-bottom,y9cgp-007-I-pressure-why-does-a-dam-wall-need-to-be-stronger-near-the-bottom,9I,physics,written-main,explain,3,Why does a dam wall need to be stronger near the bottom?,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
open-answer-card,derived-y9cgp-009-I-pressure-describe-how-atmospheric-pressure-changes-with-height,y9cgp-009-I-pressure-describe-how-atmospheric-pressure-changes-with-height,9I,physics,written-main,describe,2,Describe how atmospheric pressure changes with height.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
open-answer-card,derived-y9cgp-010-I-pressure-why-can-a-large-ship-float-even-though-it-is-made-from-dense,y9cgp-010-I-pressure-why-can-a-large-ship-float-even-though-it-is-made-from-dense,9I,physics,written-main,explain,3,Why can a large ship float even though it is made from dense metal?,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
open-answer-card,derived-y9cgp-011-I-pressure-what-does-it-mean-if-an-object-floats,y9cgp-011-I-pressure-what-does-it-mean-if-an-object-floats,9I,physics,written-recall,state,1,What does it mean if an object floats?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
open-answer-card,derived-y9cgp-013-I-pressure-why-do-snowshoes-help-a-person-walk-on-soft-snow,y9cgp-013-I-pressure-why-do-snowshoes-help-a-person-walk-on-soft-snow,9I,physics,written-main,explain,3,Why do snowshoes help a person walk on soft snow?,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
open-answer-card,derived-y9cgp-014-I-pressure-a-block-underwater-has-equal-sized-top-and-bottom-faces-expl,y9cgp-014-I-pressure-a-block-underwater-has-equal-sized-top-and-bottom-faces-expl,9I,physics,written-main,explain,3,A block underwater has equal-sized top and bottom faces. Explain why water can produce an upward resultant force on it.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
open-answer-card,derived-y9cgp-015-I-pressure-correct-the-misconception-liquid-pressure-at-the-bottom-depe,y9cgp-015-I-pressure-correct-the-misconception-liquid-pressure-at-the-bottom-depe,9I,physics,written-main,explain,2,Correct the misconception: “Liquid pressure at the bottom depends mainly on container width.”,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons
open-answer-card,derived-y9cgp-048-E-heating-cooling-what-happens-to-particles-in-a-solid-when-it-is-heated,y9cgp-048-E-heating-cooling-what-happens-to-particles-in-a-solid-when-it-is-heated,9E,chemistry,written-main,describe,2,What happens to particles in a solid when it is heated?,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
open-answer-card,derived-y9cgp-049-E-heating-cooling-what-happens-to-particles-in-a-hot-object-as-it-cools,y9cgp-049-E-heating-cooling-what-happens-to-particles-in-a-hot-object-as-it-cools,9E,chemistry,written-main,describe,2,What happens to particles in a hot object as it cools?,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
open-answer-card,derived-y9cgp-052-E-heating-cooling-describe-conduction-using-particles,y9cgp-052-E-heating-cooling-describe-conduction-using-particles,9E,chemistry,written-main,describe,2,Describe conduction using particles.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
open-answer-card,derived-y9cgp-053-E-heating-cooling-why-does-a-metal-spoon-in-hot-soup-become-hot-quickly,y9cgp-053-E-heating-cooling-why-does-a-metal-spoon-in-hot-soup-become-hot-quickly,9E,chemistry,written-main,explain,3,Why does a metal spoon in hot soup become hot quickly?,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
open-answer-card,derived-y9cgp-054-E-heating-cooling-why-does-a-plastic-handle-help-protect-your-hand-from-a-hot-,y9cgp-054-E-heating-cooling-why-does-a-plastic-handle-help-protect-your-hand-from-a-hot-,9E,chemistry,written-main,explain,3,Why does a plastic handle help protect your hand from a hot pan?,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
open-answer-card,derived-y9cgp-055-E-heating-cooling-what-does-a-cooling-curve-show,y9cgp-055-E-heating-cooling-what-does-a-cooling-curve-show,9E,chemistry,written-recall,state,1,What does a cooling curve show?,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
open-answer-card,derived-y9cgp-056-E-heating-cooling-why-does-a-very-hot-drink-cool-faster-at-first-than-later,y9cgp-056-E-heating-cooling-why-does-a-very-hot-drink-cool-faster-at-first-than-later,9E,chemistry,written-main,explain,3,Why does a very hot drink cool faster at first than later?,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
open-answer-card,derived-y9cgp-057-E-heating-cooling-correct-the-misconception-energy-disappears-when-an-object-c,y9cgp-057-E-heating-cooling-correct-the-misconception-energy-disappears-when-an-object-c,9E,chemistry,written-main,explain,2,Correct the misconception: “Energy disappears when an object cools.”,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
open-answer-card,derived-y9cgp-059-E-heating-cooling-explain-why-insulation-does-not-make-heat-it-helps-keep-some,y9cgp-059-E-heating-cooling-explain-why-insulation-does-not-make-heat-it-helps-keep-some,9E,chemistry,written-main,explain,3,Explain why insulation does not “make heat”; it helps keep something warm.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons
