id,unit,domain,type,examCommand,examMarks,examPool,question,answer,source,sourceFidelity,mediaCount
y9qb-001-9b-farming-benefit-problem-compare,9B,biology,Challenge check,explain,3,written-main,A farmer uses fertilisers and pesticides to increase crop yield. Explain one benefit and one possible problem for each method.,"Fertilisers contain mineral salts that help plants grow and increase yield, but if they wash into streams and rivers they can cause pollution so organisms die. Pesticides kill pests that compete with or harm crops, but they can kill useful organisms and damage food webs.",9B revision pack farming methods / sustainability notes,source-traceable-synthesis,1
y9qb-002-9e-thermal-decomposition-state-symbols,9E,chemistry,Challenge check,state,1,written-recall,Calcium carbonate thermally decomposes. Name the two products and give the state symbol meaning for gas.,The products are calcium oxide and carbon dioxide. The state symbol g means gas.,9E revision pack thermal decomposition / state symbols,source-traceable-synthesis,0
y9qb-003-9f-redox-thermite-application,9F,chemistry,Challenge check,explain,3,written-main,"In the thermite reaction, aluminium reacts with iron oxide to form aluminium oxide and iron. Which substance is reduced, and why?",Iron oxide is reduced because it loses oxygen to form iron.,"9F revision pack thermite / oxidation, reduction and redox",source-traceable-synthesis,0
y9qb-004-9i-moments-balanced-application,9I,physics,Challenge calculation,calculate,2,written-main,"A 20 N force acts 0.5 m from a pivot. What moment does it produce, and what equal opposite moment is needed for balance?","The moment is 10 N m. For balance, an equal 10 N m moment is needed in the opposite direction.",9I revision pack moments / balanced moments,source-traceable-synthesis,0
y9qb-005-9j-wire-resistance-investigation-variables,9J,physics,Challenge check,identify,1,written-main,"In a wire-resistance investigation, which variables should be controlled if you are testing how length affects resistance?","The material and thickness of the wire should be controlled, while the length is changed.",9J revision pack wire resistance investigation,source-traceable-synthesis,1
y9qb-006-9j-significant-figures-application,9J,physics,Challenge calculation,state,1,written-recall,A calculated value is 0.0632 A. Write it to one significant figure and to two significant figures.,To one significant figure it is 0.06 A. To two significant figures it is 0.063 A.,9J Word sheet 9Jd WS Rounding numbers,source-traceable-synthesis,0
y9cgp-004-I-pressure-calculate-the-pressure-when-a-120-n-force-acts-on-an-area-of,9I,physics,Calculation,calculate,2,written-main,Calculate the pressure when a 120 N force acts on an area of 0.50 m².,240 Pa,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived,0
y9cgp-005-I-pressure-a-force-of-60-n-produces-a-pressure-of-300-pa-calculate-the-,9I,physics,Calculation,calculate,2,written-main,A force of 60 N produces a pressure of 300 Pa. Calculate the area.,0.20 m²,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived,0
y9cgp-006-I-pressure-describe-how-liquid-pressure-changes-with-depth,9I,physics,Progress check,describe,2,written-main,Describe how liquid pressure changes with depth.,Liquid pressure increases with depth because there is more liquid above pushing down.,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived,1
y9cgp-007-I-pressure-why-does-a-dam-wall-need-to-be-stronger-near-the-bottom,9I,physics,Apply check,explain,3,written-main,Why does a dam wall need to be stronger near the bottom?,"The pressure is greater at greater depth, so the bottom of the dam must resist a larger force from the water.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived,1
y9cgp-009-I-pressure-describe-how-atmospheric-pressure-changes-with-height,9I,physics,Progress check,describe,2,written-main,Describe how atmospheric pressure changes with height.,Atmospheric pressure decreases with height because there is less air above pushing down.,CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived,0
y9cgp-010-I-pressure-why-can-a-large-ship-float-even-though-it-is-made-from-dense,9I,physics,Apply check,explain,3,written-main,Why can a large ship float even though it is made from dense metal?,"Its hollow shape displaces a large volume of water, so the upthrust can balance the ship’s weight.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived,1
y9cgp-011-I-pressure-what-does-it-mean-if-an-object-floats,9I,physics,Progress check,state,1,written-recall,What does it mean if an object floats?,"The upthrust on the object balances its weight, so there is no resultant vertical force.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived,1
y9cgp-013-I-pressure-why-do-snowshoes-help-a-person-walk-on-soft-snow,9I,physics,Apply check,explain,3,written-main,Why do snowshoes help a person walk on soft snow?,"Snowshoes spread the person’s weight over a larger area, so the pressure on the snow is lower.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived,1
y9cgp-014-I-pressure-a-block-underwater-has-equal-sized-top-and-bottom-faces-expl,9I,physics,Challenge check,explain,3,written-main,A block underwater has equal-sized top and bottom faces. Explain why water can produce an upward resultant force on it.,"The bottom face is deeper, so the pressure on the bottom is greater than the pressure on the top. This produces a larger upward force than downward force, giving upthrust.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived,1
y9cgp-015-I-pressure-correct-the-misconception-liquid-pressure-at-the-bottom-depe,9I,physics,Progress check,explain,2,written-main,Correct the misconception: “Liquid pressure at the bottom depends mainly on container width.”,"At the same depth in the same liquid, pressure is the same. Pressure depends mainly on depth and the liquid, not just container width.",CGP KS3 Science syllabus map Year 9 Topic 1 Pressure; Oak pressure/floating lessons,new-cgp-bridge-derived,1
y9cgp-048-E-heating-cooling-what-happens-to-particles-in-a-solid-when-it-is-heated,9E,chemistry,Progress check,describe,2,written-main,What happens to particles in a solid when it is heated?,The particles vibrate more quickly because energy is transferred to them.,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived,1
y9cgp-049-E-heating-cooling-what-happens-to-particles-in-a-hot-object-as-it-cools,9E,chemistry,Progress check,describe,2,written-main,What happens to particles in a hot object as it cools?,The particles move or vibrate less quickly as energy is transferred to the surroundings.,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived,1
y9cgp-052-E-heating-cooling-describe-conduction-using-particles,9E,chemistry,Progress check,describe,2,written-main,Describe conduction using particles.,"In conduction, vibrating particles pass energy to neighbouring particles through bonds or collisions.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived,0
y9cgp-053-E-heating-cooling-why-does-a-metal-spoon-in-hot-soup-become-hot-quickly,9E,chemistry,Apply check,explain,3,written-main,Why does a metal spoon in hot soup become hot quickly?,"Metal is a good thermal conductor, so energy is transferred quickly through the spoon by conduction.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived,1
y9cgp-054-E-heating-cooling-why-does-a-plastic-handle-help-protect-your-hand-from-a-hot-,9E,chemistry,Apply check,explain,3,written-main,Why does a plastic handle help protect your hand from a hot pan?,"Plastic is a thermal insulator, so it transfers thermal energy slowly from the hot pan to your hand.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived,1
y9cgp-055-E-heating-cooling-what-does-a-cooling-curve-show,9E,chemistry,Progress check,state,1,written-recall,What does a cooling curve show?,A cooling curve shows how the temperature of an object changes with time as it cools.,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived,1
y9cgp-056-E-heating-cooling-why-does-a-very-hot-drink-cool-faster-at-first-than-later,9E,chemistry,Apply check,explain,3,written-main,Why does a very hot drink cool faster at first than later?,"At first the temperature difference between the drink and surroundings is larger, so energy is transferred faster.",CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived,1
y9cgp-057-E-heating-cooling-correct-the-misconception-energy-disappears-when-an-object-c,9E,chemistry,Progress check,explain,2,written-main,Correct the misconception: “Energy disappears when an object cools.”,Energy is transferred from the hot object to the surroundings; it is not destroyed.,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived,1
y9cgp-059-E-heating-cooling-explain-why-insulation-does-not-make-heat-it-helps-keep-some,9E,chemistry,Challenge check,explain,3,written-main,Explain why insulation does not “make heat”; it helps keep something warm.,Insulation slows thermal energy transfer from the warm object to colder surroundings. It reduces energy loss but does not create energy.,CGP KS3 Science syllabus map Year 9 Topic 5 Heating and cooling; Oak heating/cooling lessons,new-cgp-bridge-derived,1
y9cgp-061-F-periodic-table-bridge-what-does-an-atom-contain,9F,chemistry,Progress check,state,1,written-recall,What does an atom contain?,Atoms contain neutrons and protons in a central nucleus and electrons around the outside of the nucleus.,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,exact-source-answer,0
y9cgp-062-F-periodic-table-bridge-what-is-the-atomic-number-or-proton-number,9F,chemistry,Progress check,state,1,written-recall,What is the atomic number or proton number?,The number of protons is the atomic number or proton number.,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,exact-source-answer,0
y9cgp-063-F-periodic-table-bridge-what-is-the-mass-number-of-an-atom,9F,chemistry,Progress check,state,1,written-recall,What is the mass number of an atom?,The number of neutrons and the number of protons in an atom is its mass number.,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,exact-source-answer,0
y9cgp-064-F-periodic-table-bridge-what-are-groups-and-periods-in-the-periodic-table,9F,chemistry,Progress check,state,1,written-recall,What are groups and periods in the periodic table?,The vertical columns in the periodic table are groups and the rows are periods.,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,exact-source-answer,1
y9cgp-067-F-periodic-table-bridge-where-are-metals-usually-found-in-the-periodic-table,9F,chemistry,Progress check,identify,1,written-main,Where are metals usually found in the periodic table?,Metals are usually found on the left and in the middle of the periodic table.,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,new-cgp-bridge-derived,1
y9cgp-068-F-periodic-table-bridge-give-two-general-properties-of-metals,9F,chemistry,Progress check,state,1,written-recall,Give two general properties of metals.,Metals are usually good electrical conductors and thermal conductors. Many are also shiny and malleable.,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,new-cgp-bridge-derived,0
y9cgp-069-F-periodic-table-bridge-give-two-general-properties-of-non-metals,9F,chemistry,Progress check,state,1,written-recall,Give two general properties of non-metals.,Non-metals are usually poor conductors and are often dull or brittle when solid.,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,new-cgp-bridge-derived,0
y9cgp-071-F-periodic-table-bridge-describe-the-reactivity-trend-down-group-1,9F,chemistry,Progress check,describe,2,written-main,Describe the reactivity trend down Group 1.,Group 1 metals become more reactive down the group.,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,new-cgp-bridge-derived,0
y9cgp-073-F-periodic-table-bridge-describe-the-reactivity-trend-down-group-7,9F,chemistry,Progress check,describe,2,written-main,Describe the reactivity trend down Group 7.,Group 7 non-metals become less reactive down the group.,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons,new-cgp-bridge-derived,0
y9cgp-076-E-climate-bridge-what-causes-the-natural-greenhouse-effect,9E,chemistry,Progress check,explain,2,written-main,What causes the natural greenhouse effect?,"Greenhouse gases in Earth’s atmosphere absorb and re-emit thermal radiation, keeping Earth warmer than it would otherwise be.",9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived,1
y9cgp-077-E-climate-bridge-why-can-extra-greenhouse-gases-increase-global-temperature,9E,chemistry,Apply check,explain,3,written-main,Why can extra greenhouse gases increase global temperature?,"Extra greenhouse gases strengthen the greenhouse effect, so more thermal energy is retained in the atmosphere and average temperature rises.",9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived,1
y9cgp-079-E-climate-bridge-give-two-examples-of-evidence-used-for-global-warming,9E,chemistry,Progress check,state,1,written-recall,Give two examples of evidence used for global warming.,"Examples include temperature measurements, ice-core data, tree-ring data, glacier changes and sea-level measurements.",9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived,0
y9cgp-080-E-climate-bridge-how-can-cutting-fossil-fuel-use-help-reduce-global-warming,9E,chemistry,Progress check,explain,3,written-main,How can cutting fossil fuel use help reduce global warming?,"Cutting fossil fuel use reduces carbon dioxide emissions, which can slow the increase in greenhouse gases.",9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived,0
y9cgp-081-E-climate-bridge-explain-one-environmental-problem-caused-by-making-materials,9E,chemistry,Apply check,explain,3,written-main,Explain one environmental problem caused by making materials.,"Making materials can burn fossil fuels, releasing carbon dioxide; some processes also release toxins or sulfur dioxide.",9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,exact-source-answer,0
y9cgp-083-E-climate-bridge-why-is-climate-change-more-than-just-one-hot-day,9E,chemistry,Progress check,explain,3,written-main,Why is climate change more than just “one hot day”?,"Climate change means long-term changes in average conditions and patterns, not a single weather event.",9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived,0
y9cgp-084-E-climate-bridge-why-do-scientists-compare-modern-temperatures-with-long-term,9E,chemistry,Apply check,explain,3,written-main,Why do scientists compare modern temperatures with long-term averages?,Long-term averages help show whether recent temperatures are unusual compared with normal variation.,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived,0
y9cgp-085-E-climate-bridge-explain-why-a-correlation-between-greenhouse-gas-emissions-a,9E,chemistry,Challenge check,explain,3,written-main,Explain why a correlation between greenhouse gas emissions and temperature is important but not the only evidence needed.,"A correlation shows the two have changed together, but scientists also need mechanisms and other evidence to explain why increased greenhouse gases cause warming.",9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons,new-cgp-bridge-derived,1
y9cgp-098-F-chemical-energy-bridge-what-do-exothermic-reactions-do-to-the-surroundings,9F,chemistry,Progress check,state,2,written-main,What do exothermic reactions do to the surroundings?,Exothermic reactions transfer energy into the surroundings and so increase the temperature around them.,9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson,exact-source-answer,1
y9cgp-099-F-chemical-energy-bridge-what-do-endothermic-reactions-do-to-the-surroundings,9F,chemistry,Progress check,state,2,written-main,What do endothermic reactions do to the surroundings?,Endothermic reactions transfer energy from the surroundings and so decrease the temperature around them.,9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson,exact-source-answer,1
y9cgp-102-F-chemical-energy-bridge-why-should-temperature-be-measured-before-and-after-a-reacti,9F,chemistry,Apply check,explain,3,written-main,Why should temperature be measured before and after a reaction?,The temperature change shows whether the reaction transferred energy to the surroundings or took energy from the surroundings.,9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson,new-cgp-bridge-derived,1
y9cgp-103-F-chemical-energy-bridge-give-one-example-of-an-endothermic-reaction-from-the-revisio,9F,chemistry,Progress check,state,1,written-recall,Give one example of an endothermic reaction from the revision sheet.,Thermal decomposition reactions.,9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson,exact-source-answer,0
y9cgp-104-F-chemical-energy-bridge-why-is-combustion-usually-described-as-exothermic,9F,chemistry,Apply check,explain,3,written-main,Why is combustion usually described as exothermic?,"Combustion transfers energy to the surroundings, usually heating the surroundings and often producing light.",9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson,new-cgp-bridge-derived,1
y9cgp-105-F-chemical-energy-bridge-correct-the-misconception-a-cold-reaction-makes-cold-energy,9F,chemistry,Challenge check,explain,2,written-main,Correct the misconception: “A cold reaction makes cold energy.”,"There is no cold energy. In an endothermic reaction, energy is transferred from the surroundings to the reaction, so the surroundings get colder.",9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson,new-cgp-bridge-derived,0
y9img-001-9i-density-water-displacement-calculate-density,9I,physics,Calculation,calculate,2,written-main,Use the measuring cylinders. Calculate the density of the object. Give your answer in g/cm³.,Initial volume = 35 cm³. Final volume = 60 cm³. Volume of object = 25 cm³. Density = 125 ÷ 25 = 5 g/cm³.,Visual integration v1.52.0,source-style-redraw,1
y9img-002-9i-density-cuboid-calculate-density,9I,physics,Calculation,calculate,2,written-main,Use the cuboid diagram. Calculate the density of the object in g/cm³.,Volume = length × width × height = 10 × 4 × 5 = 200 cm³. Density = 800 ÷ 200 = 4 g/cm³.,Visual integration v1.52.0,source-style-redraw,1
y9img-003-9i-pressure-solid-block-calculate-pressure,9I,physics,Calculation,calculate,2,written-main,Use the block diagram. Calculate the pressure on the surface in N/cm².,Pressure = force ÷ area = 180 N ÷ 30 cm² = 6 N/cm².,Visual integration v1.52.0,source-style-redraw,1
y9img-005-9i-moment-balanced-missing-distance,9I,physics,Calculation,calculate,2,written-main,Use the balanced lever diagram. Calculate the missing distance on the right-hand side.,"Left moment = 240 N × 2 m = 480 N m. For balance, right moment = 480 N m. Distance = 480 ÷ 160 = 3 m.",Visual integration v1.52.0,source-style-redraw,1
y9r6-004-9j-current-voltage-resistance-calculate,9J,physics,Calculation,calculate,2,written-main,Use the current-voltage graph. Calculate the resistance of line B at 6 V.,"At 6 V, line B has a current of 1.5 A. Resistance = potential difference ÷ current = 6 ÷ 1.5 = 4 Ω.",Reaction images r6 integration v1.53.0,source-style-redraw,1
